uid,title,description,long_description,begin,end,location_name,location_city,location_address,origin_agenda
25805928,Périphérique Nord,Durée des visites : 1 h 30 - Pièce d'identité OBLIGATOIRE,"Visites guidées d’environ 1h30 comprenant :  
Accueil des visiteurs :  
Diffusion d’un film sur la sécurité routière  
Atelier de prévention et de sensibilisation aux effets de l'alcool, drogues, et fatigue aux volants  
En salle :  
La projection d’un film sur l'histoire de l’ouvrage et son exploitation,  
Explication sur les métiers du BPNL  
Présentation des bonnes pratiques en cas d’incident en tunnel  
La visite du Poste de Commandement et de Surveillance du Réseau (PC Cordière),  
•  
Présentation d’un véhicule d’intervention et atelier de pose d’un balisage.  
Horaires des visites : 1 jour => le samedi 19 septembre de 8h45 à 17h15  
5 Groupes de 20 personnes maxi sur inscription :  
Groupe 1 : de 8h45 à 10h15  
Groupe 2 : de 10h15 à 11h45  
Groupe 3 : de 12h45 à 14h15  
Groupe 4 : de 14h15 à 15h45  
Groupe 5 : de 15h45 à 17h15  
Inscription préalable obligatoire - Pièce d'identité OBLIGATOIRE",2026-09-19 08:45:00+02:00,2026-09-19 17:00:00+02:00,Périphérique Nord Caluire,Caluire-et-Cuire,Chemin de la belle cordiere 69300 Caluire-et-Cuire,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
1525864,"Exposition photographique – « Patrimoine de la photographie : raviver, résister, réimaginer »","La Ville de Vaulx-en-Velin propose une exposition photographique inédite réalisée à partir de ses fonds iconographiques (Archives municipales, service Communication, GPV et partenaires).","**La Ville de Vaulx-en-Velin propose une exposition photographique inédite réalisée à partir de ses fonds iconographiques (Archives municipales, service Communication, GPV et partenaires).**  
À travers une sélection de clichés anciens et contemporains, cette exposition invite les habitants à redécouvrir l’histoire de leur ville sous un angle sensible et vivant. Patrimoine architectural, transformations urbaines, paysages du quotidien et scènes de vie se dévoilent au fil d’un parcours qui met en lumière la mémoire collective de Vaulx-en-Velin et les évolutions qui ont façonné son identité.  
L’exposition accorde également une place particulière au matrimoine local. Des figures féminines marquantes, l’histoire des noms d’équipements publics et les parcours de femmes ayant contribué à la vie sociale, culturelle ou citoyenne du territoire viendront enrichir le regard porté sur l’histoire de la commune.  
Pour prolonger l’expérience, des QR codes intégrés aux panneaux permettront d’accéder à des témoignages audios d’habitants. Anecdotes, souvenirs et récits personnels donneront une dimension humaine et intime aux lieux et bâtiments présentés.  
Un livret pédagogique destiné au jeune public, conçu sous la forme d’un parcours-jeu, accompagnera également l’exposition. Distribué lors des Journées européennes du patrimoine puis mis à disposition des écoles de la ville, il permettra aux enfants de découvrir le patrimoine vaudais de manière ludique et participative.  
Exposition présentée pendant un mois à partir du 18 septembre.  
Accès libre et gratuit.",2026-09-19 09:00:00+02:00,2026-09-19 20:00:00+02:00,Collège Pierre Valdo,Vaulx-en-Velin,"11 Chemin Claude Debussy, 69120 Vaulx-en-Velin",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
85678791,Visite guidée de la plateforme SkinTechnology du groupe L'Oréal,Visite du batiment principal et atelier pratique,Visite du batiment principal et atelier pratique,2026-09-19 09:00:00+02:00,2026-09-19 12:30:00+02:00,Laboratoire EPISKIN,Lyon,"4, rue Alexander Fleming 69366 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
89393266,"Sur le Chemin de Saint Jacques et l'association ""Compostelle en Rhône-Alpes""","Stand d'information sur le Chemin de Saint-Jacques et l'association ""Compostelle en Rhône-Alpes"".","Stand d'information sur le Chemin de Saint-Jacques et l'association ""Compostelle en Rhône-Alpes"".  
Objectif: répondre à toutes les demandes d'information sur le Chemin de Saint-Jacques, les différents itinéraires possibles, particulièrement en Rhône-Alpes ...",2026-09-19 09:00:00+02:00,2026-09-19 18:00:00+02:00,Église Saint-Nizier,Lyon,"Place Saint-Nizier, 69002 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
11185492,Visite guidée casemate de Montessuy,CASEMATE : DÉCOUVERTE INSOLITE D'UN PATRIMOINE BÂTI SOUTERRAIN,"**CASEMATE : DÉCOUVERTE INSOLITE D'UN PATRIMOINE BÂTI SOUTERRAIN**  
Partez à la rencontre d'une découverte singulière, celle d'un héritage architectural souterrain : la Casemate.  
Embarquez pour une exploration insolite des tréfonds de ce patrimoine bâti.",2026-09-19 09:00:00+02:00,2026-09-19 13:00:00+02:00,Casemate de Montessuy,Caluire-et-Cuire,Esplanade Jacques Chirac 69300 Caluire et Cuire,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
46626359,Visite de la Cuisine Centrale Municipale,"Plongez au cœur du fonctionnement de la cuisine centrale municipale ! Le service Restauration vous propose une immersion dans les coulisses de ce site essentiel à la restauration des écoliers,  sont…","Plongez au cœur du fonctionnement de la cuisine centrale municipale ! Le service Restauration vous propose une immersion dans les coulisses de ce site essentiel à la restauration des écoliers, seniors.  
Découvrez comment sont préparés, chaque jour, plusieurs milliers de repas équilibrés, en privilégiant les produits de saison et les circuits courts. Cette visite guidée permet d’échanger avec les agents mobilisés et de mieux comprendre les enjeux logistiques, sanitaires et environnementaux liés à la restauration collective.",2026-09-19 09:00:00+02:00,2026-09-19 17:00:00+02:00,Cuisine Centrale,Caluire-et-Cuire,19 avenue Barthélémy Thimonnier 69300 Caluire et Cuire,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
69970271,Visites guidées : les bastions du Parc Blandan,Journées européennes du patrimoine,"Bastions reconvertis : du génie militaire au bien commun.  
Le Parc Blandan cache une histoire fortifiée. Cet ancien fort du 19ème siècle s’articulait autour de plusieurs bastions : murs épais, angles de tir calculés, système de défense témoignent du génie militaire de l’époque.  
En 2026, trois bastions ont été réimaginés. Conservés partiellement et bien intégrés au paysage, ils sont devenus des coeurs de verdure. Cette visite vous fera traverser deux siècles d’histoire.  
Amoureux d’histoire urbaine, cette reconversion vous montre comment le patrimoine se réinvente.  
_Les départs se feront à partir du stand devant la grande fresque de l'ADPB à droite après l'entrée principale de la rue de l'Epargne_",2026-09-19 09:00:00+02:00,2026-09-19 17:00:00+02:00,Parc Blandan Lyon,Lyon,17 rue de l'Epargne 69007 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
76566588,Exposition : Le Monde dans vos yeux 2,"Anthropologue, spécialisée dans les interactions Sociétés/Nature, Claire Harpet utilise, dès ses premières missions de terrain en Océan Indien, le dessin et la peinture pour rendre compte de la des  …","Anthropologue, spécialisée dans les interactions Sociétés/Nature, Claire Harpet utilise, dès ses premières missions de terrain en Océan Indien, le dessin et la peinture pour rendre compte de la multiplicité des liens que les populations humaines ont développé avec leurs milieux naturels.  
Les lémuriens, animaux endémiques de Madagascar, ont été ses premiers « modèles vivants ».  
Ils constituent un exemple remarquable de diversité biologique et culturelle sur un territoire  
insulaire.  
Au fil de ses recherches ethnographiques, Claire Harpet s’est intéressée à la terre et aux végétaux comme éléments de parures et de soin.  
De la forêt Amazonienne jusqu’au bush australien, en passant par les côtes malgaches et papouasiennes, des regards de femmes, d’hommes et d’enfants peuplent son cheminement artistique. C’est à travers leurs yeux que se dessine le monde…  
www.claireharpet.com",2026-09-19 09:00:00+02:00,2026-09-19 12:00:00+02:00,MAIRIE DE CALUIRE ET CUIRE,Caluire-et-Cuire,Place du Docteur Dugoujon 69300,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
18058596,Visite guidée les Jardins Municipaux Ouvriers,Les jardins municipaux ouvriers sont établis dans un cadre idyllique au sein des coteaux de Montessuy.,"Les jardins municipaux ouvriers sont établis dans un cadre idyllique au sein des coteaux de Montessuy.  
La vision panoramique à 180° sur l'agglomération, les majestueuses Alpes et le Massif central sont d'une splendeur saisissante. Au sein de ces jardins, l'entraide et les échanges fructueux de conseils, techniques, semences et graines règnent en maitres, créant une ambiance conviviale. Les jardins, privilégiés de pouvoir jouir d'une parcelle, vous accueillent chaleureusement et vous ouvrent les portes de leur petit havre de paix.",2026-09-19 09:00:00+02:00,2026-09-19 12:00:00+02:00,Jardins communaux ouvriers de Caluire-et-Cuire,Caluire-et-Cuire,16 rue Abbé Lemire 69300 Caluire et Cuire,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
97885357,Visite exclusive de la Brasserie Georges,Les 190 ans de la Georges.,"Les 190 ans de la Georges.  
Pour célébrer près de deux siècles d’histoire, la Brasserie Georges vous ouvre ses coulisses. Parcourez la grande salle et nos espaces souterrains, découvrez notre microbrasserie et explorez nos cuisines en pleine effervescence.  
Les inscriptions se feront exclusivement sur place, à partir de 8h45 le jour même. Visites guidées toutes les 15 minutes par groupe de 20 personnes maximum à partir de 9h00. Dernier départ à 11h00.",2026-09-19 09:00:00+02:00,2026-09-19 11:00:00+02:00,La Brasserie Georges,Lyon,30 cours de verdun 69002 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
38705162,Visite des caves Bahadourian,https://youtu.be/hRBxwp0thtI?si=P5iYkppWBfQR392Q,"[https://youtu.be/hRBxwp0thtI?si=P5iYkppWBfQR392Q](https://youtu.be/hRBxwp0thtI?si=P5iYkppWBfQR392Q)  
Partez à la découverte des caves du plus célèbre épicier de Lyon.  
Les visites sont commentées et vous permettront de faire plus ample connaissance avec cette grande famille lyonnaise.",2026-09-19 09:00:00+02:00,2026-09-19 18:30:00+02:00,Caves Bahadourian,Lyon,20 rue Villeroy 69003 LYON,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
8686753,Chapelle du Bois Dieu,Visite libre de l'église,Visite libre de l'église,2026-09-19 09:00:00+02:00,2026-09-19 18:00:00+02:00,Chapelle du Bois Dieu,Lissieu,allée de la chapelle 69380 lissieu,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
69270709,Église Saint-Christophe,La partie la plus ancienne de l'église date du XIème siècle. Elle fait partie des paroisses St Pierre et St Paul en Val d'Azergues.,La partie la plus ancienne de l'église date du XIème siècle. Elle fait partie des paroisses St Pierre et St Paul en Val d'Azergues.,2026-09-19 09:00:00+02:00,2026-09-19 18:00:00+02:00,Église Saint-Christophe,Lissieu,5 rue de l'église 69380 lissieu,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
93890663,Tours de Lissieu,"Attention les tours ne seront pas ouvertes, visite exterieure uniquement.","**Attention les tours ne seront pas ouvertes, visite exterieure uniquement.**",2026-09-19 09:00:00+02:00,2026-09-19 18:00:00+02:00,Les Tours de Lissieu,Lissieu,Place des tours 69380 Lissieu,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
2027826,Visite guidée de l'atelier municipal de passementerie,"Qu'est ce que la passementerie ? Poussez les porte d'un atelier authentique afin d'écouter le quotidien de Mme Létourneau, maître passementière et meilleure ouvrière de France en 1976. Durant la du y…","Qu'est ce que la passementerie ? Poussez les porte d'un atelier authentique afin d'écouter le quotidien de Mme Létourneau, maître passementière et meilleure ouvrière de France en 1976. Durant la visite guidée, découvrez l'histoire du lieu et de la famille qui y a vécu, pour une immersion totale dans le quotidien de ces travailleurs de la soie et autres matériaux précieux. Vous pourrez observer un métier à tisser en action afin de comprendre le principe du tissage aidé de la mécanique Jacquard. Écoutez le métier à tisser fonctionner et imaginez la vie des familles de canuts rythmée au son de leurs métiers !",2026-09-19 09:00:00+02:00,2026-09-19 09:40:00+02:00,Soierie Vivante : Atelier municipal de passementerie,Lyon,"21 rue Richan, 69004 Lyon, Métropole de Lyon, Auvergne-Rhône-Alpes",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
42088870,Visite guidée de l'atelier municipal de tissage,Pénétrez dans le dernier véritable logis de canut avec ses métiers à tisser et sa fameuse soupente du XIXe siècle. Cet atelier était le lieu de travail de toute une famille de canut : la famille la à…,"Pénétrez dans le dernier véritable logis de canut avec ses métiers à tisser et sa fameuse soupente du XIXe siècle. Cet atelier était le lieu de travail de toute une famille de canut : la famille Ressicaud. Durant la visite guidée, vous comprendrez le croisement des fils de chaîne et du fil de trame sur un métier à bras du XIXème siècle, le célèbre "" bistanclaque pan "" par l'usage de la mécanique Jacquard. Puis vous entendrez le son de métiers mécaniques du XXème siècle en action, sensations garanties !",2026-09-19 09:00:00+02:00,2026-09-19 09:40:00+02:00,Soierie Vivante : Atelier municipal de tissage,Lyon,"12 bis montée Justin Godart, 69004 Lyon, Métropole de Lyon, Auvergne-Rhône-Alpes",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
3151636,Visite du château du Vivier,"• De 9h à 12h et de 13h30 à 17 h : Visite du château du Vivier, en partenariat avec l’Institut Lyfe.","• De 9h à 12h et de 13h30 à 17 h : Visite du château du Vivier, en partenariat avec l’Institut Lyfe.",2026-09-19 09:00:00+02:00,2026-09-19 12:30:00+02:00,Château du Vivier,Écully,"1A chemin de calabert, 69130 Ecully",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
11897981,Visite guidée de la préfecture du Rhône et du Conseil départemental,Journées européennes du patrimoine,"À l'occasion des Journées européennes du patrimoine, découvrez l'Hôtel de Préfecture du Rhône, siège de la préfecture du Rhône et du conseil départemental du Rhône. Construit au XIXᵉ siècle, cet édifice emblématique ouvre exceptionnellement ses portes au public.  
Au cours d'une visite guidée d'une heure, laissez-vous conter l'histoire de ce bâtiment remarquable par des agents de la préfecture et du conseil départemental. Ils partageront avec vous leur connaissance des lieux et de leur patrimoine. Vous découvrirez notamment les symboles qui ornent la façade, les prestigieux grands salons, la salle des délibérations, les escaliers d'honneur, le salon Carnot ainsi que les salons privés du préfet, habituellement fermés au public.  
Au fil de la visite, vous plongerez dans près de deux siècles d'histoire administrative et institutionnelle, tout en découvrant le riche patrimoine architectural et décoratif de ce monument emblématique de la vie publique lyonnaise.  
Une immersion unique au cœur d'un bâtiment où se mêlent histoire, patrimoine et institutions de la République.

Les inscriptions sont ouvertes du 26 août au 9 septembre via un formulaire en ligne. Le jour de votre visite, le 19 septembre, merci d’arriver 10 minutes avant l’horaire prévu.",2026-09-19 09:00:00+02:00,2026-09-19 17:00:00+02:00,Préfecture du Rhône,Lyon,18 rue Bonnel 69003 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
19863839,La Franc Maçonnerie propose une visite guidée de ses locaux et de son musée à Rillieux-La-Pape,La GLNF ouvre ses portes et son musée,"La Grande Loge Nationale Française ouvre ses portes et son musée pour une visite  
Inscription pour chaque plage horaire : [jedpglnf2026@gmail.com](mailto:jedpglnf2026@gmail.com)",2026-09-19 09:00:00+02:00,2026-09-19 10:30:00+02:00,Grande Loge Nationale Française,Rillieux-la-Pape,140 Avenue de l'Industrie 69140 Rillieux-La-Pape,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
34615524,Découverte de la préservation et de la restauration du patrimoine illustrée par une exposition photographique,Restauration du four à chaux.,"**Restauration du four à chaux.**  
Nettoyage de la végétation.  
Réparation de murs avec des pierres et mortiers de chaux.  
(Pour les participants, nous conseillons le port de gants pour la manipulation).

Exposition photographique du patrimoine de Poleymieux-au-Mont-d'Or.

Stationnement possible à proximité.

Pour tout renseignements complémentaires, contactez l'association ""Poleymieux, mémoire et patrimoine"" par courriel : [poleymieux.memoireetpatrimoine@gmail.com](mailto:poleymieux.memoireetpatrimoine@gmail.com)",2026-09-19 09:00:00+02:00,2026-09-19 17:00:00+02:00,Four à chaux,Poleymieux-au-Mont-d'Or,"775 Route de la Glande, 69250 Poleymieux-au-Mont-d'Or",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
50485266,"D’Oullins à Vénissieux, histoire d’un technicentre industriel",7 ans d'existence et pourtant 180 ans de mémoire !,"7 ans d'existence et pourtant 180 ans de mémoire !  
Pour les Journées Européennes du Patrimoine, le Technicentre industriel de Vénissieux ouvre exceptionnellement ses portes le samedi 19 septembre 2026.  
Pour cette édition, nous avons souhaité mettre à l'honneur la mémoire de nos agents. Parmi eux, certains ont exercé leur métier dans l'un des plus grands sites ferroviaires de Lyon : les Ateliers d'Oullins à la Mulatière.  
Ce technicentre a forgé l'histoire du train français depuis 1846 : les premières locomotives à vapeur y ont circulé, le prototype qui a donné naissance au TGV y a été transformé, et des générations de cheminots y ont travaillé pendant des décennies.  
En 2019, une partie des activités d'Oullins a été transféré à Vénissieux. Aujourd'hui, près de 380 agents y réparent les moteurs électriques et les convertisseurs de puissance qui font rouler les trains de toute la France.  
Venez découvrir 180 ans d'histoire à travers une exposition d'archives inédites ; et les gestes métier qui font battre, chaque jour, le cœur du train.",2026-09-19 09:00:00+02:00,2026-09-19 11:45:00+02:00,Technicentre Industriel de Vénissieux,Vénissieux,6 rue des frères amadéo 69200 Vénissieux,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
73629105,Visite guidée Château du Vivier,Découvrez l'histoire du Château du Vivier,"**Découvrez l'histoire du Château du Vivier**
---------------------------------------------

Construit entre 1880 et 1884 dans un style néo-gothique par l’architecte Cahuzac, disciple de Viollet-le-Duc, le Château du Vivier fut la propriété de Cyrille Cottin, soyeux lyonnais. Le Château du Vivier accueille depuis sa création en 1990 les étudiants de l’Institut Lyfe, anciennement Institut Paul Bocuse. Venez découvrir l’histoire de ce célèbre château où les étudiants de l'Institut Lyfe ont la chance d’étudier au quotidien.  
Visite guidée réalisée par les membres du personnel et les étudiants de l'Institut Lyfe

### **Infos pratiques:**

Accueil au niveau de l'entrée du Château du Vivier (restaurant Saisons)

*   **Réservations fortement conseillées**

*   Durée de la visite : 30 minutes environ
*   Nombre de personnes par groupe : 25 personnes environ
*   Visite gratuite",2026-09-19 09:00:00+02:00,2026-09-19 17:00:00+02:00,Château du Vivier,Écully,"1A chemin de calabert, 69130 Ecully",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
77687067,Meyzieu au fil de l'eau : balade à vélo,Rendez-vous au pont d’Herbens pour un circuit vélo jusqu’au pont de Jonage et retour. Un guide de l’association Eau à Lyon donnera des explications sur le patrimoine de l’eau lors de plusieurs Nous à…,"Rendez-vous au pont d’Herbens pour un circuit vélo jusqu’au pont de Jonage et retour. Un guide de l’association Eau à Lyon donnera des explications sur le patrimoine de l’eau lors de plusieurs haltes. Nous terminerons notre parcours avec un accueil à l’Iloz’, au Grand Parc de Miribel Jonage. Pique-niquer sorti du sac possible sur place.  
Circuit de 15 kms environ  
Pour votre sécurité, pensez au casque (obligatoire jusqu’à 12 ans) et à un gilet jaune. Chacun évolue sous sa propre responsabilité.  
Prévoir une gourde d’eau, des vêtements adaptés à la météo et le pique-nique pour ceux qui le souhaitent.  
En partenariat avec l’association Eau à Lyon et la pompe de Cornouailles. En partenariat avec l’Iloz’, centre eau et nature du Grand Parc Miribel Jonage (Chemin du Moulin de Cheyssin, à Meyzieu).  
RDV Pont D'Herbens côté Meyzieu, vers la borne fontaine à eau potable.  
Annulation en cas de pluie",2026-09-19 09:00:00+02:00,2026-09-19 12:00:00+02:00,Pont d'Herbens,Meyzieu,1 rue victor hugo 69330 Meyzieu,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
9746050,Découverte du Mémorial National de la prison de Montluc,Découverte de l'ancienne prison : tous les visiteurs bénéficient d'une introduction sur l'histoire de la prison de Montluc puis parcourent le site librement en déambulant dans de nombreux espaces. Le…,"Découverte de l'ancienne prison : tous les visiteurs bénéficient d'une introduction sur l'histoire de la prison de Montluc puis parcourent le site librement en déambulant dans de nombreux espaces. Le public peut accéder aux anciennes cellules, espaces d’hommage aux victimes des répressions et persécutions nazies, ainsi qu’à l’ancien quartier de détention des femmes, fermé en 2009, exceptionnellement ouvert à la visite pour les Journées européennes du patrimoine.

À l’heure de la disparition des derniers témoins, une projection rassemblant plusieurs extraits de témoignages d’internés de la prison de Montluc durant la Seconde Guerre mondiale est proposée en continu durant le week-end.

L’exposition temporaire « Entre ces murs, un chantier pour l’Histoire », photographies de Bertrand Pichène, à découvrir dans le bâtiment des ateliers récemment réhabilité, permet de saisir les enjeux de la préservation du site et les travaux de restauration qui s’y sont déroulés durant trois ans (2022-2025).",2026-09-19 09:30:00+02:00,2026-09-19 12:30:00+02:00,Mémorial de la prison de Montluc,Lyon,"4 Rue Jeanne Hachette, 69003 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
66000090,Visite guidée de l'observatoire de Lyon,L'observatoire de Lyon vous ouvre ses portes !,"L'observatoire de Lyon vous ouvre ses portes !  
Venez découvrir ce lieu emblématique de la vie scientifique lyonnaise et sa riche histoire, **de sa création au XIXe siècle aux grands projets internationaux auxquels il participe aujourd'hui**. Accompagnés d'un(e) guide, vous visiterez son **parc**, son **ancienne bibliothèque**, ses **coupoles** avec son **impressionnant télescope** et le **hall d'intégration** du Centre de recherche astrophysique de Lyon.  
_**Réservation obligatoire.**_  
Note : ces visites guidées de jour ne comportent pas d'observations astronomiques.  
[Informations supplémentaires et inscription (à partir de fin août) sur le site Internet de l'observatoire](https://observatoire.univ-lyon1.fr/).",2026-09-19 09:30:00+02:00,2026-09-19 10:30:00+02:00,Observatoire de Lyon,Saint-Genis-Laval,"9 Avenue Charles André, 69230 Saint-Genis-Laval, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
80855558,Dans les pas des policiers résistants par la société lyonnaise d'histoire de la police,Les policiers Résistants,"Les policiers résistants
------------------------

*   Découverte de la Résistance des policiers à Lyon, à travers des sites, des lieux, domiciles, arrestations, événements",2026-09-19 09:30:00+02:00,2026-09-19 11:30:00+02:00,1 rue des pierres plantées 69001,Lyon,1 rue des Pierres plantées 69001 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
54602794,"""Parcours jacquaires"": découvrez l'itinéraire des pèlerins de St Jacques de Compostelle au départ de Saint-Nizier à travers le Vieux-Lyon","Parcourir l'itinéraire emprunté autrefois par les pèlerins de Saint-Jacques, en partant du parvis de Saint-Nizier en direction de Saint-Just, puis retour vers Fourvière en passant par le théatre…","Parcourir l'itinéraire emprunté autrefois par les pèlerins de Saint-Jacques, en partant du parvis de Saint-Nizier en direction de Saint-Just, puis retour vers Fourvière en passant par le théatre romain.",2026-09-19 09:30:00+02:00,2026-09-19 12:30:00+02:00,Église Saint-Nizier,Lyon,"Place Saint-Nizier, 69002 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
94911940,Sur les traces de la police lyonnaise par la société Lyonnaise d'histoire de la police,Sur les traces de la police lyonnaise,"### Sur les traces de la police lyonnaise

### Du Moyen-Âge à nos jours

*   **Balade découverte** **de la place Sathonay à la place Bellecour à travers des lieux, des bâtiments, actuels ou disparus**",2026-09-19 09:30:00+02:00,2026-09-19 11:30:00+02:00,Place Sathonay,Lyon,Place Sathonay 69001 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
2993304,Visite de la Chapelle Ste-Philomène aux Lazaristes La Salle et de son orgue Merklin restauré,"Visitez la chapelle Sainte Philomène et son orgue Merklin restauré ! Écoutez l’instrument, présence d’organistes, toute la journée !","Visitez la chapelle Sainte Philomène et son orgue Merklin restauré ! Écoutez l’instrument, présence d’organistes, toute la journée !  
Venez découvrir le lieu et écoutez l’orgue remarquable, il sera joué régulièrement durant votre visite.",2026-09-19 09:30:00+02:00,2026-09-19 18:00:00+02:00,"Etablissement ""Aux Lazaristes La Salle""",Lyon,24 Montée Saint Barthélemy 69005 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
94668569,Bourse du Travail : 90 Ans du Front Populaire,Expositions et échanges avec les syndicats,"**Expositions et échanges avec les syndicats**  
Lors de cette journée plusieurs expositions :  
Premier étage sur les 90 ans du Front Populaire.  
Les trois autres étages vous pourrez découvrir differentes expositions realisées par les organisations syndicales CFDT, CGT et FSU, vous aurez la possibilité d'échanger avec les militants.",2026-09-19 09:30:00+02:00,2026-09-19 18:00:00+02:00,La Bourse du travail,Lyon,"Place Guichard, 69003 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
84922567,Visite de la Batterie des Carrières à Limonest.,Ancienne fortification militaire de 1878 avec casemates et casernemant enterrés recevant trois batterie de canons en soutient logistique au Fort de Mont Verdun. Petit musée décrivant la vie du soldat…,Ancienne fortification militaire de 1878 avec casemates et casernemant enterrés recevant trois batterie de canons en soutient logistique au Fort de Mont Verdun. Petit musée décrivant la vie du soldat de l'époque.,2026-09-19 09:30:00+02:00,2026-09-19 12:00:00+02:00,Batterie des Carrières,Limonest,Route du Mont Verdun 69760 Limonest,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
12743032,Visite guidée de la Sablière,"La Sablière est une demeure du XIXᵉ siècle située à Caluire et Cuire, remarquable par son intérêt historique, botanique, artistique et paysager. Dominant Lyon, les balmes de Saint Clair et la vallée …","La Sablière est une demeure du XIXᵉ siècle située à Caluire et Cuire, remarquable par son intérêt historique, botanique, artistique et paysager. Dominant Lyon, les balmes de Saint Clair et la vallée du Rhône, elle constitue la dernière maison de soyeux lyonnais conservée dans son intégrité architecturale, entre la maison et les jardins architecturés à l'italienne.  
Le domaine abrite un ensemble exceptionnel de documents, dont des archives continues depuis la Révolution et une série rare de photographies des années 1850 réalisées par Jules Micol (1822-1900), peintre et photographe, permettant de suivre l’évolution du site sur près de trois siècles. Une partie du mobilier, les collections d’art, les salons restaurés et les jardins architecturés à l’italienne — surnommés « le Petit Parc de la Tête d’Or » — complètent cet ensemble unique, transformé au fil du temps en un parc exotique et botanique riche de plantes venues du monde entier.  
De nombreuses personnalités ont séjourné ou vécu à la Sablière, qui s’inscrit pleinement dans l’histoire lyonnaise comme dans l’histoire nationale. La maison et les jardins forment un tout indissociable, dont la compréhension passe par la découverte conjointe de son architecture, du paysage, de ses collections artistiques et botaniques.",2026-09-19 09:30:00+02:00,2026-09-19 12:00:00+02:00,La Sablière,Caluire-et-Cuire,16 rue de l'oratoire 69300 Caluire et Cuire,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
70161492,Venez découvrir les salons du Palais Saint-Jean et l’Académie de Lyon,Visite d'une partie de Palais Saint-Jean,"Visite d'une partie de Palais Saint-Jean  
Visite de la bibliothèque de l'académie et du salon du Palais Saint-Jean  
La visite est libre, mais s'accompagne de parcours commentés (diaporama).  
L'Académie présentera de nombreux documents tirés de ses riches archives.",2026-09-19 09:30:00+02:00,2026-09-19 12:30:00+02:00,Palais Saint-Jean,Lyon,"4, avenue  Adolphe Max 69005 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
55607733,Venez découvrir le campus de formation de SNCF Réseau à Lyon Saint Priest!,Venez découvrir les métiers de SNCF Réseau!,"Le campus de formation SNCF réseau vous propose de découvrir ses installations sur lesquelles les salariés de SNCF Réseau viennent se former:  
les simulateurs de conduite  
les installations de signalisation ferroviaire  
les simulateurs de poste d'aiguillage  
les caméras de réalité virtuelle pour les formations des trains",2026-09-19 09:30:00+02:00,2026-09-19 16:00:00+02:00,Campus SNCF Réseau,Saint-Priest,20 rue Pierre Semard - 69800 Saint Priest,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
72224107,Montre moi tes dents !,Journées européennes du patrimoine,"Elles dessinent nos sourires mais sont parfois source de peur ou de douleurs. A travers les livres anciens de la Bibliothèque Diderot et les spécimens des collections du département de biologie de l’École Normale Supérieure de Lyon, venez découvrir la diversité des dents, ratiches, quenottes et autres chicots et comment, au cours des âges, elles ont été entretenues et soignées.",2026-09-19 09:30:00+02:00,2026-09-19 10:30:00+02:00,Ecole Normale Supérieure de Lyon - Site Jacques Monod,Lyon,46 allée d'Italie 69007 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
